application_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45,mvar46,mvar47,default_ind
231041,1820,2.3776,0,0,0,0,4658,2973,26245,20641,missing,3561,5617,56487,missing,0,0,0,1,1,100,3524.97,0,17.28,1191,2950,2950,30386,2950,335,missing,235,5.6667,0,0,3,1,7,0,missing,80.556,0,12,0.62944,na,0,L,0
231042,na,N/A,0,0,0,missing,missing,missing,1288,0,709,0,missing,247751,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,720,missing,missing,30386,3741,missing,missing,71,0.3333,0,na,na,3,0,na,missing,missing,0.33333,0,N/A,na,0,L,0
231043,1579,2.686,8.91,0,0,0,0,0,285,0,3313,606,0,29730,157406,2,2,2,2,2,122.4,12240,12240,365,122,183,183,30,4867,missing,4867,12,1.6667,0,2,11,0,10,0,missing,missing,1.0625,0,0.52941,na,na,C,1
231044,1746,1.6611,0.272,0,0,165,1007,1007,71605,1997,missing,9053,3734,72343,missing,0,0,0,3,3,81.93,9031.4,N/A,81.93,1840,2494,1278,304,7452,missing,missing,1210,13.75,0,1,5,15,3,0,missing,missing,0.45455,5,0.45813,0,0,C,0
231045,1856,0.0926,0,0,0,1620,1620,1620,2471,1620,missing,362,3144,89190,missing,0,0,0,0,0,18.25,1825,1825,18.25,2768,183,183,30386,8730,missing,missing,182,0.25,0,0,1,1,1,0,missing,missing,0,1,1,0,0,C,0
231046,1596,N/A,1.546,0,1.027,0,0,0,1403,0,1130,1106,0,24775,47568,1,1,1,1,1,111.6,11160,11160,111.6,76,152,152,61,1582,missing,487,5,0.5,1,1,5,0,5,0,100,missing,0.8,0,0.54708,na,na,C,1
231047,1637,2.7706,9.654,0,0,43,4001,43,396,4773,1192,354,0,29730,21001,0,0,0,1,1,89.25,8925,8925,89.25,91,91,91,0,1764,missing,missing,3,6.0833,0,0,5,0,5,0,missing,missing,0.75,2,0.55974,na,0,C,1
231048,1744,0,0,0,0,1414,42799,42799,17817,4389,missing,16568,4211,123875,missing,0,0,0,0,0,24.36,N/A,N/A,58.75,1725,3376,3376,730,3863,missing,3589,397,5.25,0,na,5,6,0,0,116.077,missing,0,7,0.69529,na,0,L,0
231049,1611,5.5531,10.224,0.707,2.771,0,18350,27,6089,19480,2198,6229,11203,89190,59807,3,3,3,4,4,100.84,7953.27,7205,79.53,559,639,639,0,3194,304,3042,147,1,4,0,19,4,10,3,105.892,2.91,0.41667,8,0.38838,na,0,C,1
231050,1817,0.1213,0,0,0,122,4957,871,8694,6673,missing,127,341,24775,missing,0,0,0,0,0,12.1,1210,1210,11.33,1817,3285,3285,578,6327,1065,1156,478,2.1667,0,0,14,7,9,0,100.86,60.769,0.22727,14,0.21616,na,0,C,0
231051,1700,1.4601,2.069,0,0,81,81,81,17376,0,missing,3883,0,89190,327030,0,0,0,0,0,97.95,9795,9795,N/A,2291,5171,3680,456,6540,missing,missing,678,0.5833,0,0,na,7,1,0,missing,missing,0.58824,0,1,0,0,C,0
231052,1682,0.3766,13.294,0,0,missing,16695,missing,1892,19533,6461,missing,14229,123875,307210,na,na,0,0,1,N/A,N/A,N/A,N/A,2433,missing,missing,30,6996,3407,missing,640,14.4167,0,na,4,8,3,0,missing,80.554,0.53333,2,0.8306,na,0,L,0
231053,1669,2.5801,10.111,0,0,29,743,743,9266,1268,683,7006,7024,56487,missing,0,0,0,2,2,93.03,N/A,N/A,84.67,1501,2798,2798,30,2798,1855,missing,296,1.9167,0,na,5,1,4,0,missing,missing,0.66667,5,0.86266,na,0,L,0
231054,na,1.0851,0,0,0,missing,missing,missing,missing,0,241,missing,missing,56487,365619,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,61,700,missing,missing,missing,1.5833,0,na,2,na,2,na,missing,missing,2,0,N/A,na,na,C,1
231055,1756,0.1644,0,0,0,0,8424,8424,10223,7244,missing,8129,25518,56487,177049,1,1,1,2,2,100.04,0,N/A,100.04,1354,3133,3133,1855,3133,2950,missing,178,1.6667,0,0,3,2,2,0,missing,missing,0,4,0.41212,na,0,C,0
231056,1761,11.3054,0,0,0,0,77692,298,8871,87627,missing,7074,12457,72343,150348,1,1,1,5,5,87.78,8336.21,10040,82.52,446,1065,1065,30386,4380,1430,missing,88,17.8333,0,0,12,0,8,0,missing,85.198,0,14,0.44394,na,0,C,1
231057,1821,0.3284,0.201,0,0,6253,11496,11496,24874,24341,missing,684,1504,123875,missing,0,0,0,0,0,9.86,985.71,985.71,0,1791,6509,6509,578,6509,missing,4441,471,0.0833,1,0,1,6,2,0,missing,missing,0,5,0.99463,0,na,L,0
231058,1773,1.1161,0,0,0,0,4506,4506,10227,11584,missing,9289,15974,99100,missing,1,1,1,1,1,72.1,7210,906,107.47,1730,2464,2464,30386,4623,395,missing,512,1.8333,0,0,3,4,5,0,missing,51.858,0,5,0.44189,na,0,C,0
231059,1768,0,7.233,0,0,110,8461,1962,40472,37972,75,8661,13339,89190,305228,0,0,0,1,1,84.41,1782.78,N/A,32.62,1397,3559,3559,122,6570,1703,missing,551,10.6667,0,1,8,5,12,0,missing,77.362,0.14583,15,0.66481,na,0,C,0
231060,1729,1.3197,0.201,0,0,3851,3851,3851,36045,4048,missing,1204,469,56487,missing,0,0,0,0,0,22.28,2292.45,2292.45,22.28,1646,3498,3498,487,4410,3802,missing,974,3.9167,0,0,1,17,2,0,missing,missing,0.26471,1,0.91687,0,0,C,0
231061,1667,0.0526,0.318,0,0,missing,496,missing,893,789,523,104,2204,42613,247750,na,0,0,0,0,26.19,0,0,11.65,578,608,608,213,1217,missing,missing,19,1.0833,1,1,1,0,4,0,missing,missing,0.66667,2,N/A,na,0,C,0
231062,1705,0.1037,6.946,0,0,missing,174999,missing,3171,186471,15021,0,116,123875,251389,na,na,0,0,1,N/A,N/A,N/A,N/A,1262,missing,missing,61,4410,4410,missing,83,8.75,1,na,7,1,1,1,missing,missing,0.5,2,0.35839,2,0,C,1
231063,1902,0.0716,0,0,0,991,247750,16371,43705,270529,missing,3581,26466,99100,644150,0,0,0,0,0,17.4,N/A,N/A,13.59,2890,4410,4410,30386,5901,3437,4380,760,7.5833,0,na,2,8,0,0,missing,missing,0,9,0.96292,0,0,L,0
231064,1650,0.6506,7.666,0.605,0,487,15267,487,1734,15853,111,653,3033,99100,125511,0,0,0,0,0,57.3,N/A,N/A,51.84,1703,1764,1703,30,3802,1460,missing,56,8.75,1,na,5,0,2,1,missing,45.413,0.35714,1,0.91059,1,0,C,1
231065,1765,1.6539,0,0,0,0,5777,2058,20923,23121,missing,3182,22463,89190,64415,1,1,1,1,1,44.8,1706.57,2158.65,15.54,600,1278,1278,30386,1278,missing,missing,217,2.0833,0,0,8,0,11,0,missing,missing,0,16,0.84082,na,0,C,0
231066,1803,0.4037,0.861,0,0,233,29487,2973,73137,130875,missing,3156,26789,99100,223063,0,0,0,1,1,40.06,2243.9,2243.9,19.83,1684,7908,5536,183,8060,3072,missing,941,24.0833,2,0,8,13,5,0,missing,95.317,0.02083,16,0.46709,0,0,C,0
231067,1808,0.4859,3.328,0,0,30,3419,3419,8424,6422,missing,2002,8328,89190,missing,0,0,0,1,1,98.5,2376.47,0,23.77,411,487,487,122,1916,missing,missing,54,23.8333,0,0,3,0,6,0,missing,missing,0.125,7,0.67235,0,na,L,0
231068,1699,0,40.505,7.655,0,237,60329,1982,42917,72512,79,879,6556,89190,224531,0,0,0,0,0,52.2,N/A,N/A,125.53,1656,3468,3468,0,3863,2555,3863,871,18.4167,0,na,12,10,4,0,59.383,85.698,0.28571,14,0.89754,0,1,C,0
231069,1594,0.5795,13.652,0.65,0,missing,missing,missing,missing,10879,3931,missing,missing,89190,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,1217,1612,1612,0,1612,missing,missing,40,0.5,0,na,7,0,6,na,missing,missing,1.11111,0,N/A,na,1,C,1
231070,1830,0.1001,0.3,0,0,297,7185,2465,8820,16383,missing,577,1212,123875,231928,0,0,0,0,0,43.77,N/A,N/A,14.2,1825,4228,4228,243,4228,4167,2129,300,2.0833,0,na,9,3,2,0,77.89,73.749,0,13,0.6937,0,0,L,0
231071,1749,1.1571,0.347,0,0,92,4048,4048,8919,3049,missing,9874,8137,42613,145558,0,0,0,2,2,60.39,6038.79,6150.4,89.4,402,730,730,335,3437,548,3042,66,0.5,0,0,6,0,9,0,100,89.422,0.08333,7,0.68473,0,0,C,1
231072,1673,3.7031,0,0,0,0,1519,0,505,193,338,505,1177,56487,missing,1,1,1,1,2,102,9860,N/A,102,548,548,548,274,1673,missing,missing,18,6.1667,0,0,4,0,4,0,missing,missing,0.5,3,0.51728,na,na,C,0
231073,na,1.1501,5.534,0,0,missing,missing,missing,missing,0,4695,missing,missing,89190,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,882,missing,missing,missing,15.25,0,na,1,na,1,na,missing,missing,2,0,N/A,na,na,C,1
231074,1800,0.3571,0,0,0,91,4871,4871,65451,22440,missing,18645,9604,99100,74349,0,0,0,2,2,63.62,5984.03,5984.03,50.93,1696,4928,4928,1490,5232,4198,5232,892,2.0833,0,0,12,11,4,0,81.928,missing,0.02941,19,0.1803,0,0,L,0
231075,1738,0.2405,7.435,0,0,246,648,293,545,1187,1039,6,1172,72343,missing,0,0,0,0,0,N/A,109.09,109.09,1.09,213,335,335,61,2585,missing,missing,14,4.3333,0,0,4,0,3,0,missing,missing,0.5,3,0.99859,na,na,C,0
231076,1732,2.4631,0,0,0,108,11496,991,4311,13279,missing,2527,13943,72343,54505,0,0,0,1,1,76.12,5862.07,3447.62,76.12,497,608,608,1582,3163,1125,missing,98,3.25,0,0,4,1,6,0,missing,83.333,0.16667,4,0.95789,na,0,C,0
231077,na,6.0933,N/A,N/A,N/A,missing,missing,missing,missing,missing,missing,missing,missing,42613,71689,na,na,na,0,na,N/A,N/A,N/A,N/A,missing,missing,missing,missing,missing,missing,missing,missing,1.3333,na,na,na,na,na,na,missing,missing,missing,na,N/A,na,na,L,1
231078,1790,0.8712,0,0,0,348,4291,2339,8523,8641,missing,2558,5870,72343,112708,0,0,0,0,0,43.02,3945.46,4280,39.71,836,2525,1399,760,2950,395,2312,165,1.0833,0,0,5,2,4,0,missing,82.824,0.13333,12,0.88885,na,0,C,0
231079,1712,0.1551,4.257,0,0,457,10927,1167,12193,11384,missing,9182,5248,89190,236319,0,1,1,1,1,54.47,N/A,N/A,150.16,2106,5110,3376,0,5110,missing,426,554,4.25,0,na,6,8,2,0,100,missing,0.125,4,0.93372,0,0,C,0
231080,1773,0.6553,0.272,0,0,114,19123,1724,44782,28949,3484,11058,16171,123875,244162,0,0,0,2,2,70.1,3631.82,2054.84,55.43,1101,4654,4654,304,5414,4198,missing,579,7.9167,0,0,12,8,7,0,missing,missing,0.1,14,0.60425,0,0,C,0
231081,1758,1.1146,0,0,0,19,3453,371,41820,5069,missing,11019,6258,56487,missing,0,0,0,5,5,89.4,8035.17,4325,89.86,1054,2373,2373,30386,6479,1764,2342,624,0.3333,0,0,13,9,5,0,111.209,74.836,0.0303,17,0.17873,0,0,C,0
231082,1650,0,4.406,0,0,missing,missing,missing,missing,0,missing,missing,missing,72343,149641,na,na,na,0,0,N/A,N/A,N/A,N/A,2281,2433,2433,152,2433,missing,missing,75,1.75,0,na,na,1,1,na,missing,missing,0.8,0,N/A,na,na,C,0
231083,1794,0.116,0,0,0,496,10626,3434,13646,21095,0,1473,5524,29730,missing,0,0,0,0,0,12.5,1489.08,5906.67,12.03,647,1186,1186,30386,1764,1095,missing,149,4.3333,0,0,4,0,8,0,missing,68.333,0.17647,13,0.93965,na,0,L,0
231084,na,0.2234,0,0,0,missing,missing,missing,missing,0,274,missing,missing,42613,11030,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,61,639,missing,missing,missing,1.75,0,na,2,na,2,na,missing,missing,2,0,N/A,na,na,C,1
231085,1544,N/A,5.425,0,0,0,138,138,3155,268,1228,2590,4046,56487,missing,1,1,1,4,4,100.54,N/A,N/A,100.54,1237,2738,2738,30,2738,missing,missing,244,7.8333,0,na,7,1,2,0,missing,missing,1,1,0.65145,na,na,C,1
231086,1645,1.5151,4.759,0,0.631,missing,0,missing,missing,0,missing,missing,missing,72343,196658,na,na,na,0,0,N/A,N/A,N/A,N/A,3346,3620,3620,274,4228,3072,4228,110,5.75,0,na,1,1,7,0,113.126,missing,0.62963,0,1,na,0,C,1
231087,1737,1.2054,4.811,0,0,0,12272,2026,12353,34283,missing,6870,1967,99100,missing,1,1,1,2,2,67.96,5681.97,5326.61,56.82,160,395,395,122,2525,304,missing,42,21.9167,0,0,10,1,12,0,missing,94.029,0.06667,14,0.29999,na,0,C,0
231088,1798,1.2251,0,0,0,798,6667,6667,14726,11851,missing,4293,26092,42613,395409,0,0,0,1,1,30.08,7700,N/A,30.08,1468,2677,2677,608,3042,missing,3042,193,7.25,0,0,7,1,1,0,80.353,missing,0.3,7,0.30101,na,na,C,0
231089,1609,1.2476,27.835,0,0,11103,11103,11103,3122,0,5529,12483,9824,29730,51784,0,0,0,0,0,52.92,N/A,N/A,N/A,1369,608,608,0,5323,missing,missing,315,10,0,2,8,4,7,0,missing,missing,0.71429,0,1,na,na,C,1
231090,1677,0.1257,19.057,0,0,52,99,52,12318,915,10881,5277,5863,222975,missing,0,0,1,1,2,85.89,N/A,N/A,145.46,6144,8547,8000,30,10920,missing,missing,2019,0.4167,1,na,5,10,0,0,missing,missing,0.5,3,0.8937,1,na,C,0
231091,1695,N/A,5.528,1.431,0,0,8727,302,48160,9618,missing,16792,7135,148650,missing,1,1,1,4,4,97.62,N/A,N/A,93.42,1834,4076,4076,30,5232,3315,5232,784,6.4167,1,na,5,11,0,0,59.029,missing,0.06897,4,0.42815,na,0,C,1
231092,1722,0.5851,1.266,0,0,0,22606,839,32181,52532,missing,24368,20816,71352,976135,1,2,2,7,7,80.19,N/A,N/A,86.15,3323,9003,9003,30,9490,4380,missing,1311,13.8333,2,na,13,11,0,2,missing,14.282,0.125,11,0.19819,na,0,C,0
231093,1859,0.1714,0,0,0,missing,3777,missing,52226,19627,missing,390,0,113965,189615,na,0,0,0,0,N/A,N/A,N/A,N/A,5553,7787,7787,30386,11224,1643,missing,1643,1.5,0,na,3,8,3,0,missing,90.771,0,7,0.77337,0,0,C,0
231094,1852,0.6223,0,0,0,10510,31512,31512,108822,88153,missing,403,11229,247750,missing,0,0,0,0,0,0.95,N/A,N/A,0.91,1896,2433,2433,1430,7239,3893,missing,561,3.5,0,na,4,9,2,0,missing,missing,0,9,0.67006,0,0,C,0
231095,1741,1.018,9.614,0,0,955,36675,955,26233,48323,1210,2286,0,100091,342422,0,0,0,1,1,100,360,360,3.6,2643,4806,4806,91,7878,4198,missing,782,12.6667,0,0,6,7,5,0,missing,100,0.2069,6,0.79327,0,0,C,0
231096,1664,0.7081,3.788,0,0,27,22616,36,28238,23434,missing,17725,16409,148650,missing,0,0,0,5,6,98.81,9233.33,9233.33,98.71,2269,3194,3194,30,8486,missing,missing,746,10.9167,2,na,8,10,2,0,missing,missing,0.05,3,0.83974,1,0,C,0
231097,1723,0.4651,0,0,0,306,1387,1387,6458,2262,missing,15161,12825,39640,438771,0,0,0,0,0,88.95,6468,6910,61.73,1466,1855,1855,943,3741,missing,missing,482,11.8333,0,0,1,7,2,0,missing,missing,0.5,2,0.89431,na,na,C,0
231098,1680,0.1934,0,0,0,289,289,289,missing,294,1249,404,missing,39640,150632,0,0,0,0,1,58.29,7030,5828.57,N/A,61,61,61,30386,1916,missing,missing,2,5,0,0,3,0,2,0,missing,missing,0.8,1,0.58037,na,na,L,0
231099,1895,0.0544,0,0,0,7358,19541,13973,40730,44747,missing,10975,113877,297300,128372,0,0,0,0,0,59.87,N/A,N/A,33.97,3095,6996,6996,30386,7087,760,7087,407,9.1667,0,na,3,4,0,0,missing,missing,0,5,0.75275,0,0,L,0
231100,1734,0.7896,0.878,0.878,0,0,13226,1732,51332,38653,missing,32697,32317,128830,348832,1,1,1,8,8,93.48,4666.67,N/A,81.16,3318,7026,7026,61,7087,missing,missing,1091,11.9167,1,0,11,7,2,1,missing,missing,0,13,0.68059,0,0,L,0
231101,1750,0.1844,0.853,0,0,0,134606,9910,27790,260252,missing,15657,70930,317120,314582,1,1,1,1,2,105.33,N/A,N/A,57.99,5159,7178,7178,91,7178,1369,missing,848,17.75,0,na,7,4,0,0,missing,0.097,0,9,0.38105,0,0,L,0
231102,1749,0,0,0,0,missing,5995,missing,5672,12295,missing,0,0,31722,67305,0,0,0,0,0,N/A,0,0,0,3103,2768,2768,1430,6722,3924,missing,306,1.1667,0,na,2,3,3,0,missing,55.45,0.25,5,0.90272,0,0,L,0
231103,1839,0,0,0,0,2857,5252,5252,22713,11378,missing,10523,29863,5946000,missing,0,0,0,0,0,61.38,0,N/A,50.33,3563,7422,7422,30386,7604,4015,missing,820,4.75,0,0,3,6,1,0,missing,missing,0,4,0.62313,na,0,L,0
231104,1860,0.1134,0,0,0,9462,99100,9462,71352,143199,missing,5697,24882,247750,missing,0,0,0,0,0,36.35,928.13,N/A,16.57,2795,7178,7178,30386,7178,487,1217,735,15,0,na,3,7,6,0,missing,18.388,0,11,0.56851,0,0,L,0
231105,1755,0.0476,0.454,0,0,missing,117586,missing,22793,155467,233,0,0,89190,205633,na,0,0,0,0,N/A,N/A,N/A,0,2707,1795,missing,30,6844,missing,missing,267,N/A,1,na,4,3,3,1,missing,missing,0.05263,5,0.46178,0,0,L,0
231106,1665,1.1614,0,0,0,63,63,63,0,0,1536,9847,missing,49550,843941,0,0,0,0,0,99.36,9936,9936,N/A,365,missing,missing,1430,6965,missing,missing,12,0.8333,0,0,1,0,3,0,missing,missing,0.77778,1,1,na,0,C,0
231107,1686,0.1951,21.336,0,18.224,343,5457,451,9018,6251,missing,6540,3255,29730,411265,0,0,0,2,2,89.18,N/A,N/A,89.18,3315,4076,4076,30,6813,4258,5140,327,29,0,na,9,2,0,0,66.838,51.693,0.58333,3,0.28178,1,0,C,0
231108,1695,0.3081,2.476,0,0,missing,9408,missing,12907,9976,missing,26,0,743250,missing,na,0,0,0,0,N/A,433.33,433.33,0,1393,2251,2251,61,5384,4106,missing,229,0.1667,0,na,2,4,2,0,missing,49.023,0.2,2,0.99716,1,0,C,0
231109,1767,0.0976,2.902,0,0,83,4795,83,496,10592,missing,412,2856,49550,127839,0,0,0,1,1,83.2,8320,N/A,83.2,1977,3528,3528,243,3528,639,2312,130,3,0,0,5,1,2,0,66.01,82.246,0.5,5,0.84194,0,0,C,0
231110,1671,0.8141,2.228,0.378,0,missing,15546,missing,9841,19725,469,2560,4019,346850,missing,na,0,0,0,0,N/A,3973.85,N/A,37.99,3528,2981,missing,30,7878,913,missing,232,4.4167,2,na,3,2,1,1,missing,35.801,0.36364,2,0.98213,0,0,C,0
231111,1741,0.163,0,0,0,6937,6937,6937,5748,496,missing,0,0,13379,192248,0,0,0,0,0,N/A,N/A,N/A,N/A,2578,missing,missing,30386,6996,missing,missing,339,13.5833,0,na,na,4,0,0,missing,missing,0.25,1,N/A,na,na,C,0
231112,1715,0.3998,8.632,0,0,496,496,496,3914,1038,430,92,1554,17343,missing,0,0,0,0,0,N/A,1162.5,N/A,193,1445,3954,456,30,5779,missing,missing,285,0.25,0,0,4,5,5,0,missing,missing,0.31579,3,0.53498,na,na,C,0
231113,1778,N/A,0.318,0,0,830,830,830,74957,9243,missing,5117,2633,89190,307376,0,0,0,1,1,86.03,N/A,N/A,34.27,1158,2281,2281,213,7391,4350,6540,495,7.6667,2,na,2,8,0,0,missing,missing,0,3,1,na,0,C,0
231114,1799,0.0781,0,0,0,595,7296,2775,66795,77010,missing,13962,20190,89190,missing,0,0,0,2,2,51.44,4337.5,4337.5,22.71,3701,8882,8060,30,10524,4106,missing,1582,14.6667,1,na,7,11,3,1,missing,61.528,0,21,0.90165,0,0,C,0
231115,1828,N/A,0,0,0,0,99100,24431,191773,148380,missing,15546,14684,148650,504616,0,0,0,1,1,38.89,N/A,N/A,38.41,3448,9368,9368,1643,10433,missing,5688,2606,26.5,0,na,2,21,0,0,missing,missing,0.03125,14,0.97788,0,na,C,0
231116,1592,0.2677,71.388,0,63.474,missing,missing,missing,missing,0,1399,missing,missing,148650,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,3741,missing,3741,missing,N/A,0,na,14,na,3,na,missing,missing,1.07692,0,N/A,na,na,C,0
231117,1752,1.0635,0,0,0,0,10335,7458,30937,17812,missing,18722,9438,743250,293058,1,1,1,1,2,72.66,10696.67,N/A,72.66,1800,3802,3802,1308,5536,5536,missing,355,3.25,0,0,4,5,2,0,missing,74.154,0.08333,8,0.55622,na,0,C,0
231118,1635,3.0851,36.719,0,12.122,missing,1854,missing,18596,0,14788,0,0,89190,292345,0,0,0,0,0,N/A,N/A,N/A,N/A,1432,2616,2616,61,4897,missing,4684,518,0.5833,0,na,8,11,4,0,missing,missing,0.60606,0,1,0,0,C,0
231119,1638,N/A,5.468,0,2.48,missing,4612,missing,6961,7220,missing,266,316,71352,missing,na,0,0,0,0,N/A,N/A,N/A,85.07,1521,1186,1156,0,4137,missing,4137,100,6.25,0,na,3,1,0,0,70.852,missing,0.625,2,0.97686,na,na,C,0
231120,1836,0.0274,0,0,0,1875,7802,7802,30523,18199,missing,13045,35718,128830,141713,0,0,0,0,0,46.77,3853.23,0,44.91,1004,1278,1278,30386,4076,missing,missing,231,2.25,0,0,5,1,3,0,missing,missing,0,6,0.4635,na,na,C,0
231121,1816,0.7589,0,0,0,2298,247750,11397,159402,364058,67,37276,123387,495500,1486500,0,0,0,2,3,87.38,0,0,61.61,3579,10372,10372,456,10372,2342,missing,1059,3.1667,0,0,6,7,4,0,missing,77.779,0.10526,10,0.84831,0,0,C,0
231122,1768,1.4406,0,0,0,230,5938,3667,27892,20188,4401,10927,6854,69370,missing,0,0,0,2,2,53.51,5072.31,5072.31,40.56,2318,3802,3802,1734,3802,3650,missing,381,0.5,0,0,12,3,5,0,missing,94.308,0.17647,13,0.65464,na,0,C,0
231123,1882,0,0,0,0,3833,9276,5592,12784,25960,missing,5010,9726,130812,161487,0,0,0,0,0,33.95,4842.67,N/A,11.03,1338,2038,2038,30386,2707,669,2707,88,3.8333,0,0,16,0,5,0,105.69,4.167,0,18,0.48854,0,0,L,0
231124,1704,1.2373,3.726,0,2.871,22,3759,22,14320,12280,80,1811,665,59460,174340,0,0,0,3,3,97.8,8490,8490,90.33,2713,2829,2829,152,6692,1460,4106,446,1,0,na,5,4,3,0,70.328,91.672,0.35,6,0.79349,0,0,C,0
231125,1720,0.0534,0.97,0,0,missing,108130,missing,16946,115615,missing,0,0,133785,1080087,na,0,0,0,0,N/A,0,0,N/A,5019,missing,missing,122,9885,5323,missing,330,10.6667,0,na,2,2,1,0,missing,missing,0.14286,1,0.99603,1,0,C,0
231126,1761,1.5287,0,0,0,0,91770,1117,18349,96589,missing,7522,15223,247750,336467,4,4,4,7,8,76.28,6479.23,6670.4,58.39,2329,7665,852,943,9368,missing,missing,1838,9.8333,0,0,11,14,13,0,missing,missing,0.35294,17,0.97719,0,na,C,0
231127,1689,1.3326,14.777,0,0,missing,11474,missing,16847,11474,228,missing,missing,49550,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,2890,missing,missing,30,5566,4532,missing,95,N/A,0,na,3,1,0,0,missing,49.853,0.57895,1,1,1,0,C,0
231128,1929,0.0356,0,0,0,4105,28585,28585,51730,52058,missing,3493,27167,99100,missing,0,0,0,0,0,7.48,121.88,0,7.45,2917,4015,4015,30386,7148,missing,missing,863,29.0833,0,0,5,5,3,0,missing,missing,0,11,0.92937,0,0,C,0
231129,1622,3.2673,5.888,0,0,missing,0,missing,99083,0,2077,missing,0,178380,475680,na,na,na,0,0,N/A,N/A,N/A,0,2977,5688,missing,30,9155,3650,missing,1664,2.1667,1,na,4,17,2,0,missing,missing,0.63333,1,1,0,0,C,1
231130,1768,0.0256,1.565,0,0,754,3964,3171,22228,10506,missing,39,662,148650,55933,0,0,0,0,0,N/A,97.5,487.5,2.02,2078,4502,487,183,6083,missing,missing,615,4.4167,0,0,2,7,2,0,missing,missing,0.04545,10,1,0,0,L,0
231131,1754,0.7634,2.291,2.291,0,135,12813,2227,47870,58856,511,12005,5587,34685,missing,0,0,0,3,3,54.81,4382.5,4382.5,51.33,2473,4958,4958,61,9581,4350,missing,813,15.5833,1,0,11,9,2,0,missing,65.769,0.05263,14,0.48419,0,0,L,0
231132,1885,0,0,0,0,566,62249,29673,26906,102975,missing,10095,72044,99100,599991,0,0,0,1,1,25.03,N/A,N/A,61.58,3488,2555,2312,30386,5505,4532,missing,344,7.8333,0,na,4,3,0,0,missing,missing,0,6,0.71413,0,0,L,0
231133,1908,0.0951,0,0,0,4279,36266,5351,15361,50950,missing,676,7261,40631,438123,0,0,0,0,0,13.64,1364,1364,4.4,1906,2920,2920,30386,2920,missing,missing,188,6.0833,0,0,2,2,1,0,missing,missing,0,5,0.99821,0,na,L,0
231134,1899,N/A,0,0,0,3270,18810,18810,25865,22080,missing,1491,16395,0,missing,0,0,0,0,0,18.58,1315.04,1857.5,0.09,2304,7209,7209,30386,7209,missing,missing,303,21.6667,0,0,1,2,3,0,missing,missing,0,3,0.98738,na,0,L,0
231135,1737,1.1701,0.161,0,0,2045,46306,3930,38599,69309,106,16322,11139,495500,734926,0,0,0,1,1,73.2,N/A,N/A,64.59,2677,6327,4015,304,6327,missing,missing,440,15.4167,0,na,4,4,2,0,missing,missing,0.23529,5,0.74062,0,0,L,0
231136,1832,0.8401,0,0,0,496,16200,16200,140649,65740,missing,13101,3787,60451,missing,0,0,0,1,1,28.47,0,0,18.04,1017,3711,3711,30386,6083,3772,3072,669,N/A,0,0,9,11,4,0,96.264,81.54,0,20,0.37424,0,0,L,0
231137,1859,0.1268,0,0,0,5551,35136,35136,95632,77087,missing,26491,236582,148650,missing,0,0,0,0,0,31.45,N/A,N/A,31.45,5701,8638,8638,30386,14904,4167,missing,1312,15.6667,0,na,4,7,2,0,missing,missing,0,7,0.93726,0,0,L,0
231138,1823,0,0,0,0,493,22424,22424,128535,21886,missing,55094,64468,49550,449170,0,0,0,3,3,61.18,N/A,N/A,65.19,3637,10250,10250,30386,10250,missing,3468,3108,10.6667,0,na,3,26,0,0,missing,missing,0,7,0.35621,0,na,L,0
231139,1826,0.4201,0,0,0,2037,8416,2037,6144,11096,missing,936,3108,23784,125712,0,0,0,0,2,31.5,3150,N/A,31.5,1855,487,487,30386,5901,3346,missing,183,3.1667,0,0,4,2,2,0,missing,77.228,0,4,0.79789,na,0,L,0
231140,1874,N/A,0,0,0,7312,24775,24775,109152,24611,missing,12056,51225,79280,missing,0,0,0,0,0,32.88,N/A,N/A,32.88,2988,3954,3954,30386,8730,4167,missing,884,14.5833,0,na,2,9,0,0,missing,missing,0,6,0.94887,0,0,L,0
231141,1767,0.5887,2.407,0,0,282,53188,1487,5252,57095,missing,5663,missing,0,missing,0,0,0,1,1,76.19,N/A,N/A,86.4,1588,2738,2738,335,4745,1186,4471,261,8.25,0,na,5,3,1,0,78.431,missing,0.33333,8,0.52702,0,0,L,0
